1107,7,233
1107,8,287
1107,9,340
1107,10,111
1108,1,337
1108,2,245
1108,3,312
1108,4,503
1108,5,449
1108,6,341
1108,7,343
1108,8,402
1108,9,562
1108,10,312
1109,1,11
1109,2,0
1109,3,18
1109,4,84
1109,5,84
1109,6,9
1109,7,12
1109,8,67
1109,9,8
1109,10,0
1110,9,56
1111,1,419
1111,2,284
1111,3,347
1111,4,623
1111,5,538
1111,6,355
1111,7,373
1111,8,557
1111,9,691
1111,10,438
1112,1,466
1112,2,389
1112,3,427
1112,4,728
1112,5,563
1112,6,409
1112,7,455
1112,8,619
1112,9,744
1112,10,396
1113,1,349
1113,2,278
1113,3,317
1113,4,550
1113,5,441
1113,6,304
1113,7,342
1113,8,470
1113,9,669
1113,10,346
1114,1,242
1114,2,164
1114,3,207
1114,4,408
1114,5,338
1114,6,235
1114,7,260
1114,8,346
1114,9,452
1114,10,209
1115,1,274
1115,2,215
1115,3,274
1115,4,477
1115,5,410
1115,6,314
1115,7,328
1115,8,415
1115,9,643
1115,10,339
1116,1,1
1116,2,1
1116,3,23
1116,4,87
1116,5,112
1116,6,42
1116,7,43
1116,8,93
1116,9,44
1116,10,0
1117,1,308
1117,2,186
1117,3,239
1117,4,518
1117,5,447
1117,6,286
1117,7,304
1117,8,466
1117,9,627
1117,10,313
1118,1,387
1118,2,302
1118,3,355
1118,4,641
1118,5,489
1118,6,350
1118,7,387
1118,8,533
1118,9,750
1118,10,331
1119,1,281
1119,2,202
1119,3,258
1119,4,469
1119,5,365
1119,6,241
1119,7,262
1119,8,367
1119,9,632
1119,10,227
1120,1,170
1120,2,81
1120,3,131
1120,4,303
1120,5,234
1120,6,146
1120,7,158
1120,8,234
1120,9,437
1120,10,91
1121,1,232
1121,2,168
1121,3,210
1121,4,330
1121,5,271
1121,6,224
1121,7,240
1121,8,295
1121,9,645
1121,10,221
1122,1,40
1122,2,23
1122,3,44
1122,4,68
1122,5,60
1122,6,27
1122,7,41
1122,8,73
1122,9,52
1122,10,0
1123,1,361
1123,2,263
1123,3,361
1123,4,523
1123,5,444
1123,6,298
1123,7,323
1123,8,422
1123,9,900
1123,10,310
1124,1,400
1124,2,327
1124,3,373
1124,4,571
1124,5,436
1124,6,316
1124,7,362
1124,8,462
1124,9,979
1124,10,270
1125,1,337
1125,2,265
1125,3,294
1125,4,451
1125,5,384
1125,6,277
1125,7,330
1125,8,416
1125,9,994
1125,10,272
1126,1,269
1126,2,220
1126,3,236
1126,4,357
1126,5,311
1126,6,246
1126,7,285
1126,8,323
1126,9,782
1126,10,213
1127,1,262
1127,2,228
1127,3,269
1127,4,374
1127,5,335
1127,6,284
1127,7,321
1127,8,354
1127,9,900
1127,10,294
1128,1,40
1128,2,44
1128,3,80
1128,4,73
1128,5,94
1128,6,64
1128,7,98
1128,8,125
1128,9,264
1129,1,408
1129,2,326
1129,3,423
1129,4,575
1129,5,516
1129,6,360
1129,7,385
1129,8,560
1129,9,1142
1129,10,478
1130,1,445
1130,2,374
1130,3,448
1130,4,643
1130,5,547
1130,6,414
1130,7,466
1130,8,619
1130,9,1153
1130,10,424
1131,1,406
1131,2,334
1131,3,382
1131,4,511
1131,5,478
1131,6,352
1131,7,387
1131,8,482
1131,9,1004
1131,10,344
1132,1,302
1132,2,230
1132,3,272
1132,4,378
1132,5,365
1132,6,262
1132,7,276
1132,8,326
1132,9,645
1132,10,214
1133,1,271
1133,2,206
1133,3,274
1133,4,414
1133,5,394
1133,6,304
