1308	1875
1309	515
1310	530
1311	2612
1312	2650
1313	2164
1314	1590
1315	1836
1316	503
1317	2807
1318	2876
1319	2469
1320	1933
1321	2257
1322	843
1323	3074
1324	3180
1325	2747
1326	2114
1327	2386
1328	893
1329	2854
1330	2908
1331	2497
1332	1798
1333	1902
1334	505
1335	521
1336	2596
1337	2683
1338	2249
1339	1624
1340	1852
1341	477
1342	2465
1343	2587
1344	2164
1345	1520
1346	1875
1347	628
1348	628
1349	2467
1350	1723
1351	2015
1352	691
1353	610
1354	2536
1355	2644
1356	2223
1357	1457
1358	1589
1359	318
1360	335
1361	2294
1362	2430
1363	1997
1364	1294
1365	1522
1366	268
1367	295
1368	2221
1369	2368
1370	1922
1371	1351
1372	1641
1373	404
1374	501
1375	2433
1376	2586
1377	2108
1378	1648
1379	1958
1380	731
1381	733
1382	2658
1383	2765
1384	2277
1385	1569
1386	1931
1387	707
1388	2443
1389	2607
1390	2163
1391	1461
1392	1749
1393	566
1394	561
1395	2377
1396	2500
1397	2080
1398	1429
1399	1675
1400	369
1401	369
1402	2441
1403	2037
1404	1380
1405	1701
1406	689
1407	2555
1408	2720
1409	2292
1410	1557
1411	1872
1412	677
1413	687
1414	2462
1415	2602
1416	2163
1417	1474
1418	1793
1419	543
1420	537
1421	2418
1422	2606
1423	2103
1424	1387
1425	1644
1426	454
1427	454
1428	2287
1429	2415
1430	1978
1431	1327
1432	1682
1433	546
1434	543
1435	2363
1436	2726
1437	2279
1438	1611
1439	1904
1440	796
1441	766
1442	2588
1443	2721
1444	2314
1445	1657
1446	1962
1447	639
1448	616
1449	2480
1450	2633
1451	2208
1452	1576
1453	1864
1454	575
1455	512
1456	2355
1457	2528
1458	2120
1459	1398
1460	1695
1461	484
1462	571
1463	2458
1464	2606
1465	2136
1466	1677
1467	1993
1468	796
1469	798
1470	2712
1471	2838
1472	2385
1473	1681
1474	2064
1475	852
1476	810
1477	2552
1478	2711
1479	2317
1480	1622
1481	1925
1482	730
1483	724
1484	2501
1485	2608
1486	2209
1487	1561
1488	1805
1489	608
1490	520
1491	2461
1492	2589
1493	2171
1494	1504
1495	1822
1496	651
1497	2767
1498	2948
1499	2460
1500	1726
1501	2151
1502	962
1503	971
1504	2823
1505	2957
1506	2550
1507	1812
1508	2081
1509	827
1510	836
1511	2723
1512	2879
1513	2480
1514	1791
1515	1932
1516	634
1517	2543
1518	2716
1519	2288
1520	1579
1521	1864
1522	667
1523	2911
1524	2378
1525	1917
1526	2227
1527	1050
1528	1053
1529	3169
1530	3327
1531	2836
1532	2084
1533	2460
1534	1253
1535	1169
1536	3022
1537	3184
1538	2708
1539	1964
1540	2260
1541	1056
1542	1050
1543	2898
1544	2973
1545	2527
1546	1824
1547	2066
1548	626
1549	626
1550	2732
1551	2925
1552	2495
1553	1702
1554	1971
1555	932
1556	950
1557	3087
1558	3254
1559	2856
1560	2046
1561	2349
1562	1066
1563	1072
1564	3083
1565	3168
1566	2687
1567	1904
1568	2204
1569	886
1570	886
1571	2973
1572	3164
1573	2621
1574	1816
1575	2074
1576	804
1577	804
1578	2866
1579	3021
